Project ID,Project Name,Project local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Units (list of IDs),Wiki URL (project),Name Other,Latitude,Longitude,Location accuracy,Project location type,Onshore/Offshore,Project outline (WKT),Basin,Block(s)
L100000310908,Greater Angostura Gas Project (Trinidad and Tobago),Angostura,gas,Trinidad and Tobago,,conventional,operating,,2025,1999,,2005,Perenco,Perenco T&T [45%]; Chaoyang Petroleum (Trinidad) Ltd [25%]; National Gas Company of Trinidad and Tobago Ltd [30%],Perenco SA [45.0%]; National Gas Company of Trinidad and Tobago Ltd [30.0%]; China Petrochemical Corp [12.5%]; CNOOC Ltd [12.5%],,"L100000310920, L100000310914, L100000318409",https://www.gem.wiki/Greater_Angostura_Gas_Project_(Trinidad_and_Tobago),,10.7055986,-60.5898812,exact,project level location,offshore,"MULTIPOLYGON (((-60.5958275685005 10.7211925419258,-60.594762059031 10.7216187457136,-60.5800580283524 10.7335524517716,-60.566845710931 10.7365358782861,-60.5610919597959 10.7354703688166,-60.560878857902 10.7197008286686,-60.5659933033554 10.7071278169289,-60.5800580283524 10.6945548051892,-60.5964668741821 10.6785721631472,-60.6069088669829 10.6743101252694,-60.6162853503142 10.6766542461022,-60.6196949806165 10.6834735067068,-60.6173508597836 10.6960465184465,-60.6062695613012 10.7133077718518,-60.5958275685005 10.7211925419258)))",,Block 2C; Block 3A
L100000312421,Greater Burgan Oil and Gas Project (Kuwait),,oil and gas,Kuwait,,conventional,operating,,2021,1938,,1946,Kuwait Oil Company,Kuwait Oil Company Ltd [100%],Kuwait Oil Company Ltd [100.0%],,"L100000312421, L100000312389, L100000312390, L100000312392, L100000312393, L100000312419",https://www.gem.wiki/Greater_Burgan_Oil_and_Gas_Project_(Kuwait),,29.0784000,47.9814000,exact,project level location,onshore,,,
L100000304970,"Greater Chandmari Oil and Gas Project (Assam, India)",,oil and gas,India,Assam,conventional,operating,,2024,,,2003,Oil India,Oil India Ltd [100%],Oil India Ltd [100.0%],,L100000304970,"https://www.gem.wiki/Greater_Chandmari_Oil_and_Gas_Project_(Assam,_India)",,27.3244000,94.9688000,approximate,project level location,onshore,,,Greater Chandmari Field
L100000310108,"Greater Enfield Oil and Gas Project (Western Australia, Australia)",,oil and gas,Australia,Western Australia,,operating,,2019,,,,Woodside Energy,Woodside Energy Ltd [60%]; Mitsui E&P Australia [40%],Woodside Energy Group Ltd [60.0%]; Mitsui & Co Ltd [40.0%],,"L100000317068, L100000310118, L100000317069, L100000310108","https://www.gem.wiki/Greater_Enfield_Oil_and_Gas_Project_(Western_Australia,_Australia)",,-21.5356000,113.8463000,approximate,project level location,offshore,,Northern Carnarvon,
L100000304969,"Greater Hapjan Oil and Gas Project (Assam, India)",,oil and gas,India,Assam,conventional,operating,,2024,1987,,1993,Oil India,Oil India Ltd [100%],Oil India Ltd [100.0%],,L100000304969,"https://www.gem.wiki/Greater_Hapjan_Oil_and_Gas_Project_(Assam,_India)",,27.4280000,95.4720000,exact,project level location,onshore,,,Greater Hapjan Field
L100000312794,Greater Plutonio Oil and Gas Project (Angola),,oil and gas,Angola,,conventional,operating,,2024,1999,2004,2007,Azule Energy Holdings,BP PLC [46%]; Sonangol Pesquisa e Produção SA [16%]; Sinopec International [37%],BP PLC [46.0%]; SINOPEC [37.7%]; Sonangol EP [16.3%],,"L100000317073, L100000317072, L100000317071, L100000317074, L100000312794, L100000312792, L100000317070",https://www.gem.wiki/Greater_Plutonio_Oil_and_Gas_Project_(Angola),,-7.9437000,12.1458000,exact,project level location,offshore,,,Block 18
L100000312998,"Greater Point McIntyre Area Oil and Gas Project (Alaska, United States)",,oil and gas,United States,Alaska,,operating,,2021,,,,Hilcorp North Slope,Hilcorp Alaska LLC [26%]; Chevron Corp [1%]; ConocoPhillips Corp [36%]; Exxon Mobil Corp [36%],Exxon Mobil Corp [36.4%]; ConocoPhillips Corp [36.1%]; Chevron Corp [1.1%]; Hilcorp Energy Co,,"L100000312998, L100000317078, L100000317075, L100000317076, L100000317077, L100000317079","https://www.gem.wiki/Greater_Point_McIntyre_Area_Oil_and_Gas_Project_(Alaska,_United_States)",,70.2602000,-148.7902000,approximate,project level location,onshore,,,
L100000317445,Greater Silah & Satellites Oil Project (Egypt),,oil,Egypt,,conventional,operating,,2020,,,,Petrosilah,Pharos Energy PLC [100%],Pharos Energy PLC [100.0%],,L100000317445,https://www.gem.wiki/Greater_Silah_&_Satellites_Oil_Project_(Egypt),,29.3650000,30.9671000,approximate,project level location,onshore,,,
L100000320404,"Greater Sunrise Gas Project (Northern Territory, Australia)",,gas,Australia,Northern Territory,conventional,discovered,,2023,1974,,,Woodside Energy,Timor GAP EP [56%]; Osaka Gas Co Ltd [10%]; Woodside Energy Ltd [33%],Woodside Energy Group Ltd [33.4%]; Osaka Gas Co Ltd [10.0%]; Government of Timor-Leste; Timor GAP EP,,L100000320404,"https://www.gem.wiki/Greater_Sunrise_Gas_Project_(Northern_Territory,_Australia,_Timor-Leste,_Indonesia)",,-9.5500000,128.1900000,exact,project level location,offshore,,,JPDA 03-19; NT/RL 2; NT/RL 4
L100000313150,"Greater Tortue Ahmeyim Gas Project (Senegal, Mauritania)",,gas,Senegal,,conventional,operating,,2025,2014,2018,2025,BP,Société Mauritanienne Des Hydrocarbures et de Patrimoine Minier [7%]; Societé des Petroles du Sénégal (Petrosen) [10%]; Kosmos Energy Ltd [27%]; BP PLC [56%],BP PLC [56.0%]; Kosmos Energy Ltd [27.0%]; Societé des Petroles du Sénégal (Petrosen) [10.0%]; Société Mauritanienne Des Hydrocarbures et de Patrimoine Minier [7.0%],,"L100000313152, L100000313151, L100000313150","https://www.gem.wiki/Greater_Tortue_Ahmeyim_Gas_Project_(Senegal,_Mauritania)",,15.9670000,-17.6620000,approximate,project level location,offshore,,,C-8 (Mauritania); C-8 block; Saint Louis Offshore Profond block; Saint-Louis Profond (Senegal)
L100000317175,"Greater Western Flank Phase 1 Oil and Gas Project (Western Australia, Australia)",,oil and gas,Australia,Western Australia,,operating,,2018,,,2015,Woodside Energy,Other [33%]; BP Developments Australia Pty Ltd [16%]; Chevron Australia Pty Ltd [16%]; BHP Billiton Petroleum [16%]; Woodside Energy Ltd [16%],Other [33.3%]; BHP Group Ltd [16.7%]; BP PLC [16.7%]; Chevron Corp [16.7%]; Woodside Energy Group Ltd [16.7%],,,"https://www.gem.wiki/Greater_Western_Flank_Phase_1_Oil_and_Gas_Project_(Western_Australia,_Australia)",,-19.7867000,115.7811000,approximate,project level location,offshore,,,
L100000317176,"Greater Western Flank Phase 2 Oil and Gas Project (Western Australia, Australia)",,oil and gas,Australia,Western Australia,conventional,operating,,2019,,,2018,Woodside Energy,Other [33%]; BP Developments Australia Pty Ltd [16%]; Chevron Australia Pty Ltd [16%]; BHP Billiton Petroleum [16%]; Woodside Energy Ltd [16%],Other [33.3%]; BHP Group Ltd [16.7%]; BP PLC [16.7%]; Chevron Corp [16.7%]; Woodside Energy Group Ltd [16.7%],,L100000310178,"https://www.gem.wiki/Greater_Western_Flank_Phase_2_Oil_and_Gas_Project_(Western_Australia,_Australia)",,-19.7867000,115.7811000,approximate,project level location,offshore,,Northern Carnarvon,
L100000314053,"Greater Western Flank Phase 3 Gas Project (Western Australia, Australia)",,gas,Australia,Western Australia,,operating,,2023,,2020,,Woodside Energy,Other; BP PLC; Woodside Energy Ltd; Chevron Corp; BHP Billiton,BHP Billiton; BP PLC; Chevron Corp; Other; Woodside Energy Group Ltd,,"L100000310078, L100000317080","https://www.gem.wiki/Greater_Western_Flank_Phase_3_Gas_Project_(Western_Australia,_Australia)",,-19.6461000,116.0219000,exact,project level location,offshore,,Northern Carnarvon,
L100000313893,Great Nooros Area Gas Project (Egypt),,gas,Egypt,,conventional,operating,,2020,,,2016,Petrobel,Eni SpA [75%]; BP PLC [25%],Eni SpA [75.0%]; BP PLC [25.0%],,"L100000311931, L100000311616, L100000313893, L100000317446",https://www.gem.wiki/Great_Nooros_Area_Gas_Project_(Egypt),,31.6023000,31.2383000,exact,project level location,offshore,,,Abu Madi West
L100000324254,"Gumusut-Kakap Geronggong-Jagus East Oil Project (Malaysia, Brunei)",,oil,Malaysia,,conventional,operating,,2025,,,,Sabah Shell Petroleum Company,Petronas Carigali Sdn Bhd; PT Pertamina Malaysia EP [2%]; ConocoPhillips Sabah [29%]; Shell PLC [37%]; Brunei Shell Petroleum Company Sdn Bhd; Canam Brunei Oil Ltd; Petronas Carigali Brunei Ltd; PTTEP Sabah Oil [7%],Shell PLC [37.9%]; ConocoPhillips Corp [29.5%]; PTT PLC [7.2%]; PT Pertamina Malaysia EP [2.7%]; Canam Brunei Oil Ltd; Government of Brunei; Petroliam Nasional Bhd; Petronas Carigali Brunei Ltd; Shell PLC,,"L100000311925, L100000313927","https://www.gem.wiki/Gumusut-Kakap_Geronggong-Jagus_East_Oil_Project_(Malaysia,_Brunei)",GKGJE,6.0101581,114.0957274,exact,project level location,offshore,,,Block CA1; Block J
L100000318245,Hail and Ghasha Oil and Gas Project (United Arab Emirates),,oil and gas,United Arab Emirates,,conventional,in-development,,2025,,2023,,Abu Dhabi National Oil,LUKOIL PJSC [5%]; OMV AG [5%]; PTT Exploration and Production PCL [10%]; Eni SpA [10%]; Abu Dhabi National Oil Co [70%],Abu Dhabi National Oil Co [70.0%]; Eni SpA [10.0%]; PTT Exploration and Production PCL [10.0%]; LUKOIL PJSC [5.0%]; OMV AG [5.0%],,"L100000318245, L100000312280",https://www.gem.wiki/Hail_and_Ghasha_Oil_and_Gas_Project_(United_Arab_Emirates),Ghasha Mega-Project,24.2930000,53.2833000,approximate,project level location,offshore,,,Ghasha
L100000313071,"Halladale/Black Watch/Speculant Gas Project (Victoria, Australia)",,gas,Australia,Victoria,,operating,,2019,2005,,2016,Beach Energy,Beach Energy Ltd [60%]; O.G. Energy Holdings Ltd [40%],Beach Energy Ltd [60.0%]; O.G. Energy Holdings Ltd [40.0%],,"L100000313071, L100000317081, L100000317083, L100000317082","https://www.gem.wiki/Halladale/Black_Watch/Speculant_Gas_Project_(Victoria,_Australia)",,,,,,unknown,"MULTIPOLYGON (((142.68978689777 -38.5635475417318,142.69249523012 -38.5624200417999,142.692498003944 -38.561428375828,142.6939424469 -38.5608669868917,142.699889674415 -38.5608783760875,142.702953277209 -38.5608836534413,142.705294940745 -38.5617367096117,142.708356322094 -38.5625919878246,142.714484078372 -38.5633117103222,142.718270183427 -38.5634586547194,142.720611847628 -38.5634644889881,142.723856287862 -38.5641756002488,142.726197952267 -38.5646058784643,142.728536836104 -38.5657422677707,142.732500720225 -38.5668811563141,142.735922665057 -38.5677339348212,142.737906276289 -38.5683033801733,142.739342107415 -38.5701450467971,142.742945166311 -38.5711422706421,142.743845166628 -38.5721339371029,142.743480997871 -38.5735506044715,142.740594881864 -38.5736867149159,142.738614601496 -38.5731172703742,142.736089319863 -38.5733978249278,142.735005981749 -38.5743867138817,142.733558754541 -38.5753728247167,142.732478195994 -38.575514491484,142.732475415419 -38.576786713656,142.731750686651 -38.5782006026469,142.729228462173 -38.5773478239882,142.727244850996 -38.5767783796974,142.725625684011 -38.5763506014631,142.724545131561 -38.5755006012503,142.722922908881 -38.5753561560426,142.720219852184 -38.5750672676914,142.718959021237 -38.5745006004835,142.717156245281 -38.5739311552098,142.716078192014 -38.5733617110221,142.715000700076 -38.5719450437468,142.713017092213 -38.5719422665874,142.709592098824 -38.5717950432969,142.707431274635 -38.5712228210611,142.705811566908 -38.5700894878056,142.704011586302 -38.5686700425007,142.701669931226 -38.5682422652588,142.699867441706 -38.5678117090748,142.697348009028 -38.5666755979753,142.694825791875 -38.5658228198693,142.692667463171 -38.5649669867285,142.69158412762 -38.5648255977283,142.689964677109 -38.5641144867287,142.68978689777 -38.5635475417318)))",,
L100000300528,Hankensbüttel Oil and Gas Project (Germany),,oil and gas,Germany,,conventional,operating,,2024,1954,,1954,Wintershall Dea; ExxonMobil Production Deutschland,,,,,https://www.gem.wiki/Hankensbüttel_Oil_and_Gas_Project_(Germany),,52.7093303,10.6088867,exact,project level location,onshore,"MULTIPOLYGON (((10.5919368938365 52.6900069828672,10.5908822585926 52.690260560809,10.5911481412474 52.6910710105368,10.59161182591 52.691902745268,10.5925211512348 52.691986297594,10.593791042459 52.6922325875331,10.5960079287136 52.6925139993364,10.5971801294602 52.6922420329266,10.5981960006321 52.6920056815672,10.6024967810827 52.6921630870296,10.6042620604157 52.6919476733678,10.6049928063644 52.6914589447447,10.6042698602992 52.6910856643264,10.6021440290613 52.6911383608199,10.5994983308774 52.6909825599495,10.5971747050851 52.6910138947036,10.5973358093168 52.6900301124551,10.5989128619028 52.6900567314295,10.600371768461 52.6900849247596,10.6029526119694 52.6895472712851,10.6038400804756 52.6887630992328,10.6049959776084 52.6883225296798,10.6053687194571 52.6877428787709,10.6050693609101 52.68710050447,10.6057815785279 52.6861092441714,10.6050560839077 52.6856641771942,10.6054288015884 52.6850845260497,10.6057726688147 52.6847925660408,10.60688651085 52.6840113325685,10.6069274874662 52.6829812791549,10.6014157168664 52.6841572064263,10.5986759113253 52.6846490886153,10.5960961735314 52.6852105774746,10.5956227611753 52.6851930103489,10.5947433588801 52.6848457204518,10.5937843438822 52.68447555304,10.5928882359533 52.6847509587156,10.5926369723454 52.6854247050923,10.5929835510334 52.6871577961097,10.5925267215905 52.6872401424221,10.5925415801483 52.6878248516541,10.5924720044623 52.6882686789824,10.5922758811783 52.6887697849605,10.5920229211748 52.6896728631115,10.5919368938365 52.6900069828672)),((10.5995236320242 52.7069342539694,10.5979411737741 52.7066063813407,10.596550902244 52.7063138720986,10.5960426656468 52.7064284537235,10.5990744673933 52.7084944632286,10.6008343319645 52.7102663380453,10.6023430800949 52.7127119481939,10.6023527856388 52.7140525502201,10.6017853471325 52.7136292688074,10.6002704766107 52.7120935180618,10.5990954254272 52.7112235322903,10.5982285879078 52.7112352219211,10.5976935770016 52.7116973256436,10.5977530904156 52.7122471819551,10.5992556089917 52.7145253220188,10.5985463243103 52.7145348881129,10.5934254501966 52.7146517102637,10.590344901652 52.7145015416751,10.5898906978434 52.7171890967033,10.5892141642828 52.7191853217175,10.5906602310654 52.7199176954901,10.5914264379534 52.7203862456583,10.5932321626478 52.7212478332838,10.5959934470955 52.722359892258,10.5987644999566 52.7237351137368,10.6012510596551 52.724874698123,10.6016810555365 52.7236957492594,10.603646430721 52.7235255328858,10.6066847214029 52.7235801648482,10.6090853679223 52.7234518419386,10.6112884445926 52.731401046003,10.6114192124253 52.7322067303305,10.6139606747998 52.732674938594,10.6164986506842 52.733047373893,10.6184338245063 52.7331167421454,10.6194122545055 52.7329118496482,10.6187850035304 52.7308853739589,10.6177693931169 52.7279544100732,10.6212943154453 52.7283611544111,10.6206059653495 52.7268143553251,10.6202658005908 52.7261486375821,10.6203968428611 52.7254285966195,10.6205690674544 52.7247558748442,10.624117767096 52.7258086347042,10.6238045235652 52.7248073734376,10.6234664082999 52.7231360844462,10.6227001339193 52.7216143058419,10.6221685939357 52.7200414265133,10.6214210187345 52.7190653894779,10.6213815637095 52.7179572923935,10.6219085676826 52.7179632337609,10.6249541021083 52.7186050845442,10.6230190544853 52.7142741957885,10.6221865379925 52.7117085435653,10.6219033697498 52.7104609175956,10.6217687712 52.7092540906655,10.621435593891 52.7081657015896,10.6212630520483 52.7073192048935,10.6209017496059 52.7060791737323,10.6204744760996 52.7041217907109,10.62014020883 52.7025462035596,10.6199356646547 52.7012800845653,10.6198842666646 52.6998921637153,10.6197987994702 52.6986483592964,10.6197589285109 52.6975715235236,10.6197218486027 52.6968271092393,10.6199031520275 52.6961450154919,10.620158881626 52.6945374202934,10.6204584079768 52.6930489330266,10.6189905406878 52.6927816906096,10.6193661501296 52.6921413028934,10.6177972795298 52.6923264984224,10.6159526167071 52.6924202968861,10.6115006766774 52.6926911968316,10.6072630360271 52.6928483615094,10.6050079494973 52.6928660063705,10.6051063652433 52.6925801264058,10.6047460879386 52.69258500841,10.6028423341637 52.6925499499125,10.6007931453993 52.6923708105223,10.6003954443322 52.6923603294153,10.59750280773 52.692445977388,10.5974060550833 52.6933823395285,10.5976459668812 52.6939293793295,10.5981668218638 52.6950296014651,10.5991479333568 52.6964891002482,10.6005364825489 52.6973946158766,10.6008888203184 52.6977183751061,10.603111462174 52.6992606852875,10.6031404019723 52.7000503711699,10.6033978030007 52.7006214910871,10.6038571950529 52.701108251712,10.6037051238469 52.7018768690531,10.6036477914304 52.7024981872818,10.603803998091 52.7029341019945,10.6039064019472 52.703541089872,10.6039651921815 52.7040513350065,10.6038700445454 52.7047340002486,10.6037380014877 52.7055023461414,10.6035307495836 52.7064055472612,10.6034743168323 52.7070511908704,10.6035517246165 52.7073445649312,10.6008636449237 52.7070833250879,10.5995757335812 52.7069578162253,10.5995236320242 52.7069342539694)))",,
L100000320788,Hassi Bir Rekaiz Oil and Gas Project (Algeria),,oil and gas,Algeria,,conventional,operating,,2024,1996,2019,2022,PTT Exploration and Production,PTT Exploration and Production PCL [49%]; Sonatrach SpA [51%],Sonatrach SpA [51.0%]; PTT Exploration and Production PCL [49.0%],,"L100000312613, L100000320788",https://www.gem.wiki/Hassi_Bir_Rekaiz_Oil_and_Gas_Project_(Algeria),,32.0830000,4.9546000,approximate,project level location,onshore,,Berkine,
L100000304952,"Heera & Neelam Oil and Gas Project (Mumbai, India)",,oil and gas,India,Mumbai,conventional,operating,,2025,1977,,,Oil and Natural Gas Corporation,Oil and Natural Gas Corporation Ltd [100%],Oil and Natural Gas Corporation Ltd [100.0%],,"L100001062417, L100000304952","https://www.gem.wiki/Heera_&_Neelam_Oil_and_Gas_Project_(Mumbai,_India)",Heera and Neelam,18.5925000,72.2952000,exact,project level location,offshore,,Mumbai Offshore,Heera & Neelam
L100000320810,"Huabei Oil Project (Hebei, China)",华北,oil,China,Hebei,conventional,operating,,2025,1975,,1975,PetroChina Huabei Oilfeld,PetroChina Co Ltd [100%],PetroChina Co Ltd [100.0%],,"L100000321385, L100000321383, L100000321387, L100000310830, L100000320810, L100000321386, L100000320809","https://www.gem.wiki/Huabei_Oil_Project_(Hebei,_China)",,38.5917290,116.0296350,exact,project level location,onshore,,Bohai Bay,Bayan
L100000317620,"Hugoton Oil and Gas Project (Oklahoma-Texas-Kansas, United States)",,oil and gas,United States,Oklahoma-Texas-Kansas,,operating,,2022,1922,,1928,,,,TX RRC: 1000148164,L100000317620,"https://www.gem.wiki/Hugoton_Oil_and_Gas_Project_(Oklahoma-Texas-Kansas,_United_States)",,37.6342000,-101.1837000,exact,project level location,onshore,,,
L100000319538,"Icewine West Oil Project (Alaska, United States)",,oil,United States,Alaska,unconventional,discovered,,2022,2020,,,88 Energy,88 Energy [75%],88 Energy [75.2%],,,"https://www.gem.wiki/Icewine_West_Oil_Project_(Alaska,_United_States)",,69.8956000,-149.7600000,approximate,project level location,onshore,,,North Slope
L100000324533,"Ichthys LNG Gas Project (Western Australia, Australia)",,gas,Australia,Western Australia,conventional,operating,,2025,,2012,2018,INPEX,TotalEnergies SE [26%]; CPC Corporation Taiwan [2%]; INPEX Corp [67%]; Toho Gas Co Ltd [0%]; Kansai Electric Power Co [1%]; Osaka Gas Co Ltd [1%]; JERA Co Inc [0%],INPEX Corp [67.8%]; TotalEnergies SE [26.0%]; Kansai Electric Power Co [1.2%]; Osaka Gas Co Ltd [1.2%]; Toho Gas Co Ltd [0.4%]; Chubu Electric Power Co Inc [0.4%]; Tokyo Electric Power Co [0.4%]; CPC Corporation Taiwan; Ministry of Economic Affairs ROC (Taiwan),,L100000310006,"https://www.gem.wiki/Ichthys_LNG_Gas_Project_(Western_Australia,_Australia)",,-13.9123,123.2592,approximate,location derived from fields,offshore,,Browse,WA-50-L
L100000312653,In Amenas Oil and Gas Project (Algeria),عين أمناس,oil and gas,Algeria,,conventional,operating,,2024,,,2006,In Amenas Gas Consortium,Eni SpA [46%]; Sonatrach SpA [8%]; Equinor ASA [45%],Eni SpA [46.0%]; Equinor ASA [45.9%]; Sonatrach SpA [8.1%],,L100000312653,https://www.gem.wiki/In_Amenas_Oil_and_Gas_Project_(Algeria),,28.0331000,9.4627000,exact,project level location,onshore,,Illizi,240b; 241; Block 233
